Language_number	Glottocode	Language_name	Latitude	Longitude	hand	five	Is_there_colexification?	Is_distinctness_due_to_lexical_replacement_or_phonological_change?	Was_there_lexical_replacement_of_hand?	Was_there_lexical_replacement_of_five?	What_replaced_hand?	What_replaced_five?	Language_ID_for_hand	Dataset_for_hand	Source_for_hand	Language_ID_for_five	Dataset_for_five	Source_for_five	Comment
1	basa1287	Basay	25.0046	121.857	cima	cima	full colexification	_	no	no	_	_	832	abvd	49679	832	abvd	49679
2	keta1243	Ketangalan	25.0257	121.425	_	Tsima	unknown	_	unknown	no	_	_				keta1243-1	barlowpacific	Mueller1910
3	kava1241	Kavalan	24.6947	121.645	rima	rima	full colexification	_	no	no	_	_	260	abvd	Ferrell69	720	abvd	21679
4	saki1247	Sakizaya	24.026316	121.531394	_	lima	unknown	_	unknown	no	_	_				amis1246-8	chan2019	Sakizaya-Amis.htm
5	amis1246	Amis	23.0917	121.348	ʔulimaʔ	limaʔ	partial colexification	_	no	no	_	_	800	abvd	459321	799	abvd	459321
6	sira1267	Sirayaic	22.9777	120.315	rima	rima	full colexification	_	no	no	_	_	1516	abvd	17632	276	abvd	Ferrell69
7	kulo1238	Kulon	25.00238	121.32473	_	_	unknown	_	unknown	unknown	_	_						
8	sais1237	Saisiyat	24.6043	121.067	imaʔ	ɭasəb	lexically distinct	lexical replacement	no	yes	_	*RaCeb ?	274	abvd	Ferrell69	sais1237-2	chan2019	Saisiyat.htm
9	kulo1237	Pazeh-Kahabu	23.7562	120.976	rima	xasəp	lexically distinct	lexical replacement	no	yes	_	*RaCeb ?	266	abvd	Ferrell69	kulo1237-1	chan2019	Pazeh.htm
10	atay1247	Atayal	24.5209	121.388	qbaʔ	aima	lexically distinct	lexical replacement	yes	no	PAN *qabaRa ‘shoulder’ ?	_	255	abvd	Ferrell69	atay1247-2	chan2019	Atayal.htm
11	taro1264	Seediq	23.9032	121.358	bawa	rima	lexically distinct	lexical replacement	yes	no	PAN *qabaRa ‘shoulder’ ?	_	821	abvd	459321	275	abvd	Ferrell69
12	papo1239	Papora-Hoanya	24.324	120.577	lima	lima	full colexification	_	no	no	_	_	636	abvd	306286	636	abvd	306286
13	babu1240	Babuza	24.0017	120.585	lima	achab	lexically distinct	lexical replacement	no	yes	_	*RaCeb ?	635	abvd	306286	257	abvd	Ferrell69
14	thao1240	Thao	23.8333	120.93	rima	rima	full colexification	_	no	no	_	_	241	abvd	180926	thao1240-2	chan2019	Thao.htm
15	bunu1267	Bunun	23.4116	121.025	imaʔ	'imaʔ	full colexification	_	no	no	_	_	202	abvd	Ferrell69	202	abvd	Ferrell69
16	kana1286	Kanakanavu	23.3235	120.887	ramucu	'lima	lexically distinct	lexical replacement	yes	no	Proto-Tsouic *ramuCu ‘finger’ ? ‘hand’ ?	_	825	abvd	459321	kana1286-1	chan2019	Kanakanabu.htm
17	saar1237	Saaroa	23.2632	120.711	ramucu	la-lima	lexically distinct	lexical replacement	yes	no	Proto-Tsouic *ramuCu ‘finger’ ? ‘hand’ ?	_	826	abvd	459321	saar1237-1	chan2019	Saaroa.htm
18	tsou1248	Tsou	23.216	120.787	mucu	rimo	lexically distinct	lexical replacement	yes	no	Proto-Tsouic *ramuCu ‘finger’ ? ‘hand’ ?	_	824	abvd	459321	138	abvd	61369
19	ruka1240	Rukai	22.7738	120.844	arima	rima	partial colexification	_	no	no	_	_	814	abvd	459321	814	abvd	459321
20	puyu1239	Puyuma	22.643	120.996	rima	rima	full colexification	_	no	no	_	_	271	abvd	Ferrell69	271	abvd	Ferrell69
21	paiw1248	Paiwan	22.3271	120.806	lima	lima	full colexification	_	no	no	_	_	177	abvd	86263	1328	abvd	Egli2002PaiwanWo
22	yami1254	Yami	22.055	121.544	lima	lima	full colexification	_	no	no	_	_	335	abvd	Rau-335-2005	254	abvd	Ferrell69
